zip,lat,lon
02381,41.9327254,-70.56207859999999
02382,42.0791077,-70.93684689999999
02420,42.4609077,-71.2220832
02421,42.4286907,-71.2280234
02445,42.33280269999999,-71.13891009999999
02446,42.3421605,-71.1240559
02447,42.3323751,-71.118397
02451,42.3971065,-71.25989969999999
02452,42.3944416,-71.2220832
02453,42.3624504,-71.2577233
02454,42.416968,-71.25249910000001
02455,42.39,-71.22
02456,42.351119,-71.2104975
02457,42.3015529,-71.266966
02458,42.3503838,-71.1864397
02459,42.3028239,-71.1864397
02460,42.3467771,-71.2072321
02461,42.3134848,-71.2072321
02462,42.3301,-71.2562384
02464,42.3121798,-71.2205981
02465,42.3469147,-71.2220832
02466,42.3414233,-71.2458436
02467,42.3178198,-71.1626756
02468,42.3260164,-71.2250533
02471,42.3703745,-71.1594027
02472,42.3653524,-71.1843543
02474,42.4232158,-71.1537637
02475,42.4069708,-71.14390279999999
02476,42.4148798,-71.1745579
02477,42.41999999999999,-71.16
02478,42.3958849,-71.1745579
02479,42.3875508,-71.18968939999999
02481,42.3093812,-71.28148159999999
02482,42.2904637,-71.2963297
02492,42.2748016,-71.2458436
02493,42.3647113,-71.2992993
02494,42.3013553,-71.2339636
02495,42.351119,-71.2104975
02532,41.7454977,-70.58598669999999
02534,41.6661799,-70.6127565
02535,41.3355596,-70.7763169
02536,41.6068703,-70.5621902
02537,41.739579,-70.44319109999999
02538,41.7713211,-70.6514213
02539,41.363871,-70.5502916
02540,41.5750249,-70.6276279
02541,41.55,-70.61999999999999
02542,41.6645353,-70.5621902
02543,41.4707854,-70.7763169
02552,41.3416799,-70.73855
02553,41.7172208,-70.61461539999999
02554,41.2708115,-70.0264952
02556,41.6423507,-70.6276279
02557,41.4570063,-70.5517789
02558,41.7433685,-70.6596
02559,41.6920741,-70.6097821
02561,41.7438256,-70.53541779999999
02562,41.7888419,-70.532443
02563,41.7521548,-70.5145939
02564,41.2621147,-69.9643732
02568,41.4266935,-70.6335763
02571,41.766258,-70.70495199999999
02574,41.592376,-70.636205
02575,41.4223551,-70.6474739
02576,41.7803507,-70.7584767
02584,41.27535,-70.09692
02601,41.6567207,-70.3003572
02630,41.7009504,-70.3063094
02631,41.74828249999999,-70.0622231
02632,41.665176,-70.34797259999999
02633,41.6736084,-69.96694459999999
02634,41.65,-70.35
02635,41.6185446,-70.4372404
02637,41.7013575,-70.27546339999999
02638,41.7297715,-70.1991616
02639,41.66159409999999,-70.1396268
02641,41.7428006,-70.1611106
02642,41.8384154,-69.97885509999999
02643,41.78493,-69.9673735
02644,41.6945917,-70.5145939
02645,41.7099794,-70.0622231
02646,41.6700731,-70.08008629999999
02647,41.6306168,-70.30370529999999
02648,41.6719659,-70.4134371
02649,41.6177476,-70.5145939
02650,41.7031221,-69.9580115
02651,41.8554135,-69.9865307
02652,42.033165,-70.08008629999999
02653,41.7794574,-69.9607913
02655,41.6293481,-70.38963269999999
02657,42.0529924,-70.1863126
02659,41.6785086,-70.0205404
02660,41.7212425,-70.1515342
02661,41.67850809999999,-70.0407014
02662,41.7393442,-69.9992147
02663,41.91736059999999,-69.9958339
02664,41.67225639999999,-70.1991616
02666,41.9907636,-70.0562686
02667,41.9307962,-70.0145855
02668,41.7077733,-70.3717788
02669,41.6837381,-69.9972788
02670,41.6584042,-70.17534839999999
02671,41.6735649,-70.1128343
02672,41.63879379999999,-70.3193295
02673,41.6482428,-70.2527379
02675,41.70740259999999,-70.2348797
02702,41.789295,-71.0616623
02703,41.925494,-71.2992993
02712,41.9527653,-71.23898439999999
02713,41.4351368,-70.8773982
02714,41.64,-70.97999999999999
02715,41.8246629,-71.15673439999999
02717,41.7538324,-70.9665682
02718,41.8579421,-71.014118
02719,41.6413582,-70.8714528
02720,41.7359452,-71.1151431
02721,41.6746583,-71.150793
02722,41.7013978,-71.1558372
02723,41.68987389999999,-71.1270268
02724,41.6883098,-71.1745579
02725,41.7095662,-71.1864397
02726,41.7592057,-71.13891009999999
02738,41.697719,-70.7525299
02739,41.6716258,-70.8238874
02740,41.6381659,-70.93684689999999
02741,41.6364922,-70.927269
02742,41.64,-70.92999999999999
02743,41.7223696,-70.89523369999999
02744,41.6070997,-70.910096
02745,41.6920942,-70.94279139999999
02746,41.6613461,-70.94576350000001
02747,41.64658379999999,-71.014118
02748,41.5537887,-70.9784562
02760,41.97181399999999,-71.3468091
02761,41.9799999,-71.33
02762,42.0101231,-71.3468091
02763,41.9677229,-71.30820779999999
02764,41.8630484,-71.15673439999999
02766,41.9629235,-71.1804988
02767,41.9427194,-71.0616623
02768,41.9397218,-71.0529626
02769,41.8331408,-71.263663
02770,41.76014079999999,-70.83577919999999
02771,41.83353169999999,-71.3230549
02777,41.7558583,-71.20426189999999
02779,41.8393123,-71.0735476
02780,41.9241038,-71.121085
02790,41.6085693,-71.0735476
02791,41.5193211,-71.072279
02801,41.5554043,-71.1290614
02802,41.952577,-71.4573939
02804,41.4413774,-71.7503855
02806,41.7374062,-71.3230549
02807,41.1616556,-71.5842643
02808,41.4026135,-71.7503855
02809,41.6792923,-71.263663
02812,41.4780829,-71.649536
02813,41.3909455,-71.6792008
02814,41.9043113,-71.69106599999999
02815,41.7696131,-71.66140229999999
02816,41.6962336,-71.59613279999999
02817,41.6269085,-71.6436028
02818,41.6496052,-71.4893013
02822,41.5766739,-71.6317359
02823,41.7362326,-71.54638729999999
02824,41.9993279,-71.5620096
02825,41.7967247,-71.7385225
02826,41.9790489,-71.649536
02827,41.6926881,-71.7503855
02828,41.87894000000001,-71.5664607
02829,41.888056,-71.5973056
02830,42.0000812,-71.6317359
02831,41.7506978,-71.5514432
02832,41.5149392,-71.726659
02833,41.483994,-71.7741103
02835,41.5564448,-71.3646236
02836,41.4504513,-71.621352
02837,41.5089701,-71.1686168
02838,41.9668064,-71.47446099999999
02839,41.9387176,-71.6376694
02840,41.4711987,-71.3171162
02841,41.5185929,-71.3260243
02842,41.5173565,-71.2755422
02852,41.5877721,-71.46555649999999
02857,41.8196045,-71.6436028
02858,41.9608199,-71.64805270000001
02859,41.9620556,-71.7503855
02860,41.8684902,-71.38837509999999
02861,41.8817178,-71.35274729999999
02862,41.8801132,-71.3851439
02863,41.8905836,-71.3913439
02864,41.9721816,-71.4061876
02865,41.9110123,-71.4418101
02871,41.5905625,-71.2517835
02872,41.6228981,-71.3071975
02873,41.52851099999999,-71.7800412
02874,41.5144495,-71.4893013
02875,41.4548387,-71.6406361
02876,42.0001124,-71.57758799999999
02877,41.5357856,-71.51230249999999
02878,41.6247113,-71.1686168
02879,41.4255848,-71.53678599999999
02880,41.4400389,-71.4873971
02881,41.4787737,-71.5219477
02882,41.3983403,-71.4893013
02883,41.4400389,-71.4873971
02885,41.7216048,-71.2577233
02886,41.7034769,-71.46555649999999
02887,41.7113519,-71.4265198
02888,41.7475142,-71.412125
02889,41.7068743,-71.3705616
02891,41.3521658,-71.7978333
02892,41.49542659999999,-71.6080009
02893,41.6882735,-71.51898
02894,41.4471588,-71.69699849999999
02895,41.9995834,-71.51304449999999
02896,41.9691255,-71.560526
02898,41.507151,-71.6792008
02901,41.83,-71.41
02902,41.824516,-71.41527909999999
02903,41.816736,-71.40915629999999
02904,41.8668281,-71.4358733
02905,41.7878199,-71.3943127
02906,41.8396817,-71.38837509999999
02907,41.7956806,-71.4269679
02908,41.8380136,-71.4358733
02909,41.8131441,-71.4596201
02910,41.7803391,-71.4358733
02911,41.8535591,-71.4714928
02912,41.8265437,-71.4013635
02914,41.8164902,-71.3646236
02915,41.7798634,-71.3468091
02916,41.8433174,-71.35274729999999
02917,41.9036825,-71.51304449999999
02918,41.84267029999999,-71.4402467
02919,41.8268401,-71.51304449999999
02920,41.7612384,-71.46555649999999
02921,41.7691374,-71.51304449999999
02940,41.82,-71.41
03031,42.8708242,-71.6080009
03032,42.98921000000001,-71.35868549999999
03033,42.750433,-71.6792008
03034,43.0563351,-71.3111773
03036,42.9731785,-71.263663
03037,43.1233244,-71.263663
03038,42.8976471,-71.2715443
03040,43.05,-71.25
03041,42.8944328,-71.2945019
03042,43.0461391,-71.0854325
03043,42.9927468,-71.8334145
03044,42.9865361,-71.121085
03045,43.0209998,-71.5486562
03046,43.0966116,-71.6080009
03047,42.9514721,-71.8689917
03048,42.7507533,-71.7385225
03049,42.7272362,-71.59613279999999
03051,42.7617804,-71.4310012
03052,42.8471108,-71.46555649999999
03053,42.8680259,-71.37569119999999
03054,42.855038,-71.51304449999999
03055,42.8185188,-71.69106599999999
03057,42.9014583,-71.6792008
03060,42.7470311,-71.4596201
03061,42.75931689999999,-71.4628117
03062,42.7189172,-71.4893013
03063,42.7795584,-71.51304449999999
03064,42.7773453,-71.4714928
03070,42.9693522,-71.69106599999999
03071,42.7362307,-71.8808499
03073,42.8366036,-71.2224968
03076,42.7288342,-71.3230549
03077,43.028854,-71.20426189999999
03079,42.7768318,-71.2161428
03082,42.9096068,-71.785972
03084,42.8344017,-71.845274
03086,42.8341319,-71.785972
03087,42.792901,-71.3111773
03101,42.9901899,-71.4625883
03102,43.0073961,-71.49523719999999
03103,42.9561485,-71.4418101
03104,43.00885590000001,-71.4477469
03105,42.9922981,-71.463233
03106,43.0802842,-71.4536835
03108,42.95,-71.44
03109,42.96329009999999,-71.4002502
03110,42.9457529,-71.5486562
03111,42.95,-71.44
03215,43.9804864,-71.4919967
03216,43.4461125,-71.7978333
03217,43.7125129,-71.6308904
03218,43.34441409999999,-71.2992993
03220,43.4655991,-71.46555649999999
03221,43.2413836,-71.97569899999999
03222,43.62689779999999,-71.77890800000002
03223,43.8303829,-71.69192249999999
03224,43.35824420000001,-71.5486562
03225,43.3510041,-71.2280234
03226,43.71269849999999,-71.49147470000001
03227,43.8323149,-71.4778132
03229,43.1947744,-71.69106599999999
03230,43.5604277,-71.8698194
03231,43.4584131,-71.74766559999999
03233,43.4208568,-71.9430979
03234,43.221628,-71.3468091
03235,43.4452225,-71.6792008
03237,43.4090534,-71.4061876
03238,43.9867077,-71.8927053
03240,43.5759014,-71.9647183
03241,43.7368362,-71.806649
03242,43.1806781,-71.8334145
03243,43.5345067,-71.7685683
03244,43.1586356,-71.9282781
03245,43.7494662,-71.59967329999999
03246,43.5790521,-71.4749994
03247,43.5298981,-71.4692376
03249,43.5566893,-71.3973105
03251,44.0443958,-71.6684539
03252,43.4739069,-71.5412491
03253,43.6478158,-71.49514169999999
03254,43.7198979,-71.36693029999999
03255,43.3240003,-72.0231125
03256,43.6236211,-71.6304407
03257,43.4023954,-71.9875531
03258,43.2483267,-71.3943127
03259,43.9337199,-71.40968070000001
